days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma
75.0,25.3,22.0,27.8,82.4,997.0,42535.0,15.6,9.7,239.0,89.0,240.0,2.8,6.8,17.49,1,0,0,0
85.0,27.9,25.6,29.6,76.3,632.0,48263.0,16.0,7.8,213.0,107.0,214.0,1.3,5.9,19.82,1,0,0,0
62.0,,,,,,,14.9,4.3,234.0,52.0,201.0,0.0,6.1,23.99,0,0,1,0
70.0,25.2,24.1,27.3,75.0,708.0,27350.0,15.9,6.9,199.0,69.0,238.0,0.0,7.1,19.63,0,0,1,0
89.0,22.4,20.6,23.9,66.1,917.0,27506.0,11.6,3.7,227.0,98.0,244.0,1.4,6.5,16.63,0,0,1,0
78.0,26.5,25.4,27.5,87.7,664.0,16395.0,10.0,8.1,162.0,56.0,220.0,1.2,7.3,11.95,0,0,0,1
84.0,26.1,24.8,27.8,75.6,1055.0,20664.0,10.0,5.3,232.0,112.0,223.0,0.7,6.9,19.08,0,1,0,0
83.0,22.2,19.9,24.1,81.1,777.0,39281.0,15.6,8.0,213.0,73.0,168.0,1.1,7.3,19.26,1,0,0,0
89.0,25.8,22.6,27.0,82.6,808.0,23351.0,14.2,8.4,168.0,105.0,246.0,2.1,6.2,15.97,1,0,0,0
72.0,21.3,20.2,23.0,61.8,690.0,26018.0,13.6,6.8,213.0,106.0,195.0,2.0,6.3,19.15,0,0,1,0
83.0,27.5,26.3,29.6,73.4,956.0,24156.0,11.9,5.1,217.0,70.0,210.0,,6.2,20.92,0,1,0,0
77.0,24.2,22.4,26.5,82.9,910.0,36425.0,12.4,5.5,201.0,110.0,207.0,5.1,6.4,17.81,0,1,0,0
83.0,26.9,25.6,28.9,70.9,948.0,33326.0,10.5,9.8,224.0,50.0,200.0,1.2,7.1,14.54,0,0,0,1
88.0,28.5,25.8,31.7,66.3,890.0,34094.0,10.0,8.5,166.0,76.0,160.0,1.0,,12.29,0,1,0,0
69.0,26.0,25.0,27.2,82.3,1083.0,33788.0,10.5,11.0,153.0,104.0,187.0,2.8,6.9,12.83,1,0,0,0
68.0,25.4,22.8,26.8,77.8,998.0,23539.0,10.0,10.5,224.0,113.0,172.0,1.2,6.7,11.35,0,0,0,1
74.0,22.7,20.5,24.6,68.8,951.0,29181.0,12.0,7.8,212.0,56.0,174.0,0.3,5.8,14.27,0,0,1,0
89.0,26.7,25.0,28.4,72.4,808.0,23899.0,10.0,6.8,172.0,110.0,154.0,0.7,5.5,13.74,0,0,1,0
62.0,22.9,20.0,25.3,70.7,513.0,28357.0,10.0,6.6,224.0,59.0,198.0,0.9,5.9,16.28,1,0,0,0
89.0,24.7,23.0,25.7,75.3,673.0,17939.0,10.0,6.6,197.0,57.0,232.0,2.6,6.2,15.25,1,0,0,0
86.0,27.7,26.1,28.9,76.4,770.0,28274.0,12.7,10.2,198.0,108.0,249.0,5.9,7.2,8.19,0,1,0,0
68.0,24.3,22.7,25.4,78.2,779.0,21335.0,10.0,9.3,215.0,89.0,246.0,1.3,6.1,13.9,1,0,0,0
69.0,27.9,26.5,29.7,72.5,803.0,33788.0,15.2,4.1,236.0,61.0,168.0,1.3,5.7,23.1,0,0,0,1
70.0,23.8,22.2,25.6,68.5,677.0,34411.0,14.6,8.4,182.0,68.0,221.0,2.9,6.8,13.73,0,0,0,1
83.0,23.2,19.6,26.7,87.6,554.0,39939.0,15.9,5.6,212.0,75.0,152.0,1.6,6.2,24.67,1,0,0,0
70.0,27.3,25.0,28.5,78.0,792.0,30973.0,12.7,9.8,232.0,79.0,240.0,0.0,6.7,15.1,0,1,0,0
70.0,23.9,22.3,25.9,71.1,793.0,21856.0,10.0,8.7,193.0,102.0,171.0,1.4,6.4,13.47,0,0,1,0
82.0,26.4,25.2,27.6,86.2,741.0,17268.0,10.0,6.4,188.0,101.0,189.0,1.5,6.6,19.26,0,0,1,0
75.0,,,,,,,15.9,7.1,192.0,119.0,181.0,1.3,7.3,18.59,0,0,0,1
83.0,27.3,25.6,29.2,79.3,824.0,33101.0,14.9,11.4,176.0,58.0,167.0,,5.9,13.47,1,0,0,0
89.0,22.2,20.7,24.4,76.0,792.0,22854.0,10.0,3.7,206.0,86.0,165.0,1.7,6.2,19.2,0,0,1,0
64.0,24.7,23.0,27.8,76.8,689.0,27628.0,10.0,7.2,162.0,97.0,170.0,5.5,6.2,12.94,0,1,0,0
85.0,25.6,22.8,26.7,69.6,827.0,24075.0,10.0,9.2,228.0,89.0,241.0,0.0,6.9,15.07,0,1,0,0
73.0,23.3,21.8,24.4,84.5,919.0,27189.0,10.0,5.3,245.0,52.0,232.0,0.4,6.6,25.38,0,0,1,0
62.0,29.4,28.4,30.9,69.3,797.0,30207.0,10.1,9.2,159.0,80.0,223.0,1.0,7.4,8.32,1,0,0,0
73.0,26.6,24.6,28.9,72.2,927.0,30107.0,10.0,11.8,200.0,108.0,209.0,1.2,6.7,12.64,0,0,0,1
69.0,23.3,22.2,24.5,75.8,836.0,21358.0,11.9,6.5,225.0,52.0,158.0,3.7,6.4,16.54,0,0,1,0
78.0,22.8,21.5,24.1,67.8,773.0,17966.0,10.0,9.4,156.0,68.0,176.0,2.2,6.4,12.7,0,1,0,0
86.0,23.4,21.1,25.4,74.8,833.0,43357.0,14.6,6.3,176.0,78.0,150.0,0.0,6.5,20.5,0,0,0,1
83.0,22.7,19.5,26.0,67.7,1019.0,16443.0,10.0,7.5,198.0,93.0,237.0,1.4,7.2,17.78,0,0,1,0
87.0,24.3,22.7,26.9,80.8,904.0,36520.0,15.2,6.1,171.0,76.0,195.0,1.2,6.2,18.19,0,0,1,0
86.0,26.9,25.8,28.9,83.0,753.0,19387.0,10.0,8.1,,,,1.7,6.4,16.35,0,1,0,0
72.0,24.8,23.6,25.9,85.7,930.0,26305.0,10.0,8.7,,,,3.7,6.9,16.72,1,0,0,0
83.0,24.0,22.5,25.5,80.8,795.0,38224.0,14.5,8.0,,,,0.0,6.3,19.35,0,0,1,0
63.0,26.4,24.9,27.5,74.8,507.0,40723.0,14.8,6.0,,,,4.6,6.0,19.92,0,0,1,0
77.0,24.8,20.9,27.4,78.3,654.0,29525.0,12.3,9.5,224.0,71.0,190.0,2.5,6.8,13.54,1,0,0,0
68.0,28.2,27.2,30.3,68.5,796.0,36576.0,12.8,6.7,164.0,102.0,233.0,1.6,7.1,18.75,0,0,1,0
80.0,24.2,21.9,27.3,62.8,920.0,18328.0,10.0,6.7,222.0,105.0,166.0,1.4,7.3,18.46,0,0,0,1
88.0,26.2,23.7,28.8,82.9,881.0,12623.0,10.0,7.8,218.0,103.0,165.0,1.7,6.1,14.24,1,0,0,0
71.0,24.1,22.6,25.6,86.6,958.0,36996.0,14.7,5.8,192.0,67.0,212.0,0.5,5.8,26.81,0,1,0,0
90.0,23.5,20.8,25.0,83.8,757.0,23694.0,11.3,5.4,244.0,88.0,177.0,3.4,6.3,19.61,1,0,0,0
63.0,26.6,25.3,29.0,80.9,412.0,28249.0,11.9,10.1,229.0,106.0,225.0,1.4,7.0,16.82,0,1,0,0
69.0,25.5,24.2,26.9,88.3,809.0,45221.0,15.4,7.3,208.0,67.0,248.0,2.9,6.4,16.55,1,0,0,0
77.0,26.7,24.4,29.1,69.6,964.0,23219.0,10.0,11.1,166.0,89.0,222.0,2.4,6.1,11.42,0,0,1,0
85.0,26.2,24.9,28.4,74.2,884.0,23146.0,10.0,8.0,,,,1.4,5.1,14.04,0,0,1,0
89.0,27.8,25.9,29.0,84.3,861.0,19029.0,10.0,7.4,197.0,56.0,166.0,3.0,5.5,11.52,1,0,0,0
90.0,24.1,21.8,25.4,60.1,929.0,38142.0,11.3,8.5,223.0,114.0,216.0,2.4,6.2,19.32,0,1,0,0
72.0,25.0,23.8,26.3,71.7,737.0,38349.0,15.6,5.4,234.0,64.0,223.0,,7.5,23.03,1,0,0,0
77.0,27.7,25.4,30.4,68.1,769.0,14643.0,10.0,5.4,232.0,82.0,230.0,0.8,6.4,22.53,0,1,0,0
85.0,23.9,22.5,25.0,88.8,633.0,29994.0,12.1,3.8,183.0,113.0,202.0,0.8,6.4,16.79,1,0,0,0
84.0,22.0,20.9,24.8,67.9,491.0,28541.0,10.1,4.5,222.0,112.0,231.0,2.7,6.7,18.15,1,0,0,0
81.0,26.9,25.6,28.5,73.6,674.0,24112.0,13.5,8.9,199.0,111.0,210.0,2.0,6.6,14.11,1,0,0,0
84.0,22.2,21.0,23.3,73.6,924.0,30330.0,10.0,10.8,248.0,89.0,162.0,1.5,6.0,12.67,0,0,0,1
73.0,26.2,25.0,27.8,75.0,824.0,36865.0,15.5,9.3,191.0,104.0,183.0,1.1,6.6,14.08,0,1,0,0
86.0,25.7,24.0,27.4,73.0,512.0,33427.0,11.5,6.8,168.0,111.0,210.0,1.6,7.3,20.76,0,0,1,0
87.0,22.6,20.7,23.9,78.3,880.0,21634.0,10.0,4.9,170.0,70.0,246.0,4.8,7.0,15.66,0,0,0,1
67.0,25.2,23.9,26.9,77.2,560.0,34959.0,13.1,8.1,206.0,114.0,172.0,3.4,6.2,17.82,1,0,0,0
70.0,22.9,19.1,26.4,83.1,974.0,25051.0,10.0,7.5,216.0,56.0,200.0,0.9,6.4,14.72,0,0,1,0
72.0,22.4,19.9,24.8,90.2,931.0,29341.0,10.0,4.2,227.0,74.0,219.0,3.9,5.8,20.06,1,0,0,0
72.0,22.2,20.6,23.9,72.2,634.0,30872.0,11.2,6.3,203.0,78.0,237.0,2.6,6.8,19.64,1,0,0,0
71.0,24.9,23.4,26.6,72.1,868.0,27537.0,15.9,7.2,202.0,58.0,163.0,2.2,6.6,17.58,0,0,0,1
86.0,25.8,22.3,29.1,90.1,813.0,20786.0,11.8,11.5,242.0,71.0,204.0,2.2,5.8,9.77,1,0,0,0
65.0,22.8,19.1,23.9,73.9,733.0,21284.0,10.0,8.3,194.0,61.0,168.0,0.5,6.8,12.83,0,0,0,1
87.0,26.8,24.5,29.8,79.6,787.0,37556.0,10.6,7.9,235.0,94.0,188.0,1.7,6.3,16.54,0,0,1,0
82.0,22.5,20.0,25.7,65.5,757.0,18672.0,10.0,4.7,169.0,69.0,214.0,1.7,7.0,19.42,0,0,1,0
65.0,25.9,24.2,28.7,76.8,933.0,32646.0,13.1,7.8,209.0,66.0,150.0,0.6,6.8,18.42,0,1,0,0
85.0,24.9,23.2,26.9,78.7,996.0,16779.0,10.0,3.9,242.0,108.0,199.0,0.9,6.8,20.59,1,0,0,0
82.0,,,,,,,10.0,3.9,187.0,109.0,214.0,4.4,6.9,15.88,0,1,0,0
87.0,27.2,25.7,28.7,68.5,636.0,42985.0,15.2,9.8,178.0,54.0,162.0,,6.1,13.87,0,0,1,0
89.0,24.1,22.1,25.3,82.4,914.0,19967.0,10.0,8.0,196.0,119.0,195.0,4.3,5.6,10.6,1,0,0,0
68.0,23.2,20.2,24.6,67.2,746.0,32929.0,14.7,8.0,240.0,118.0,172.0,2.7,6.9,15.64,1,0,0,0
86.0,,,,,,,10.0,7.2,203.0,88.0,222.0,2.3,6.3,15.76,1,0,0,0
70.0,26.7,24.8,28.9,78.0,753.0,34072.0,12.6,6.4,167.0,52.0,232.0,2.6,5.9,17.73,0,0,0,1
66.0,25.1,23.5,26.2,68.3,927.0,19713.0,10.0,7.9,190.0,88.0,162.0,5.0,6.7,12.12,0,1,0,0
79.0,23.5,21.8,25.0,65.3,766.0,34350.0,14.9,7.3,199.0,88.0,152.0,0.7,6.1,15.83,1,0,0,0
62.0,23.9,21.3,25.4,84.1,797.0,42296.0,15.2,3.8,156.0,53.0,235.0,3.2,6.2,17.16,0,0,0,1
85.0,23.1,20.5,25.0,71.7,870.0,28505.0,12.8,7.2,240.0,82.0,182.0,1.6,6.6,14.93,0,1,0,0
71.0,27.1,25.3,29.1,72.7,704.0,24254.0,13.6,10.2,225.0,87.0,204.0,1.3,6.1,11.07,0,0,0,1
66.0,23.4,22.2,25.5,85.2,759.0,26439.0,10.0,9.6,217.0,80.0,188.0,2.6,6.4,12.49,1,0,0,0
61.0,26.1,24.4,28.0,66.3,1033.0,23574.0,10.0,6.0,182.0,75.0,181.0,0.0,7.1,18.18,1,0,0,0
65.0,26.2,24.8,29.0,85.2,692.0,24498.0,10.0,5.8,210.0,109.0,181.0,,6.4,16.1,0,0,0,1
60.0,,,,,,,10.0,8.7,228.0,56.0,158.0,1.3,6.5,13.19,0,1,0,0
70.0,26.4,24.8,27.9,83.8,785.0,23174.0,10.3,6.4,161.0,91.0,182.0,1.3,5.5,13.96,0,0,1,0
72.0,28.7,27.5,30.1,75.9,958.0,36928.0,15.9,7.2,177.0,118.0,234.0,0.2,5.8,18.57,1,0,0,0
85.0,24.2,22.7,25.9,70.1,1076.0,25484.0,12.8,7.9,204.0,112.0,237.0,2.1,7.3,14.69,0,1,0,0
79.0,20.9,19.0,22.3,69.4,540.0,32933.0,10.6,5.6,191.0,88.0,237.0,0.0,7.1,20.92,0,0,1,0
69.0,25.0,23.6,26.4,72.3,950.0,18741.0,10.0,7.1,236.0,58.0,195.0,0.2,5.5,15.11,1,0,0,0
74.0,24.7,23.4,26.0,82.9,540.0,32851.0,15.6,7.9,237.0,90.0,224.0,1.2,6.4,17.68,0,0,0,1
60.0,25.1,23.1,26.8,58.7,739.0,36981.0,14.5,9.0,243.0,106.0,242.0,2.2,6.7,14.28,0,1,0,0
66.0,23.7,21.4,25.4,85.2,350.0,34683.0,16.0,6.2,155.0,82.0,227.0,2.0,6.6,20.24,0,0,1,0
87.0,26.4,25.4,28.2,79.7,718.0,18103.0,10.0,10.3,154.0,79.0,227.0,4.0,6.7,10.97,1,0,0,0
88.0,24.3,21.9,25.6,67.6,817.0,23728.0,12.8,7.1,,,,0.1,7.2,22.05,0,0,1,0
73.0,25.9,23.8,29.5,83.5,892.0,25723.0,12.9,8.7,157.0,73.0,223.0,0.0,5.4,13.29,1,0,0,0
61.0,27.4,25.9,29.0,69.3,652.0,27102.0,10.5,9.4,224.0,101.0,153.0,1.7,5.6,13.24,0,1,0,0
61.0,23.7,20.6,24.8,79.4,633.0,39986.0,16.0,4.8,213.0,57.0,217.0,1.6,6.2,18.51,0,0,1,0
71.0,25.4,23.4,27.1,87.6,739.0,29381.0,10.0,9.9,220.0,61.0,197.0,0.0,6.6,12.35,1,0,0,0
77.0,30.4,27.9,32.9,70.2,849.0,26176.0,10.1,9.8,217.0,97.0,159.0,,7.2,10.18,1,0,0,0
68.0,24.6,21.6,25.9,81.7,753.0,28539.0,10.3,5.9,188.0,53.0,163.0,2.9,6.0,20.28,1,0,0,0
82.0,21.2,19.4,23.1,87.8,796.0,31638.0,14.5,7.8,160.0,111.0,163.0,0.8,6.2,15.48,0,0,1,0
88.0,26.2,24.3,27.3,79.8,799.0,24581.0,14.1,12.2,236.0,53.0,169.0,3.2,6.3,11.27,0,1,0,0
75.0,24.1,23.0,25.7,67.7,710.0,42522.0,15.6,9.1,185.0,77.0,198.0,0.5,6.4,12.74,0,1,0,0
73.0,26.5,24.8,28.2,78.3,772.0,37685.0,14.3,6.1,223.0,114.0,229.0,1.6,6.7,18.29,0,1,0,0
79.0,24.6,21.9,27.6,66.7,857.0,17973.0,11.0,6.9,,,,1.4,6.4,10.17,0,0,1,0
76.0,24.6,23.2,25.8,70.7,862.0,22946.0,10.0,9.4,223.0,55.0,210.0,1.7,7.5,13.08,0,1,0,0
75.0,24.4,23.4,26.4,73.8,818.0,43427.0,14.6,6.2,174.0,71.0,237.0,2.9,7.0,18.53,0,0,0,1
72.0,23.0,21.8,25.3,74.6,913.0,29812.0,11.2,7.0,197.0,106.0,223.0,3.7,5.9,17.42,1,0,0,0
66.0,23.9,22.5,25.5,75.0,700.0,17925.0,10.0,7.1,195.0,85.0,170.0,0.7,6.1,16.92,0,0,0,1
85.0,25.5,24.1,26.8,76.7,878.0,38766.0,16.0,5.9,206.0,116.0,211.0,0.7,7.2,25.74,1,0,0,0
79.0,22.7,20.4,24.8,74.2,808.0,15937.0,10.0,7.4,225.0,100.0,172.0,2.2,6.6,15.19,1,0,0,0
68.0,23.8,21.7,25.6,70.7,476.0,32953.0,12.7,7.3,191.0,63.0,213.0,3.2,6.3,15.42,0,0,0,1
87.0,27.7,26.2,29.7,69.9,464.0,29436.0,10.0,4.2,180.0,119.0,234.0,0.0,7.0,20.09,1,0,0,0
85.0,25.5,24.2,27.0,88.7,952.0,22315.0,10.0,8.1,202.0,112.0,249.0,0.1,6.0,18.07,1,0,0,0
84.0,24.9,22.8,26.4,77.9,1055.0,37051.0,13.3,7.9,208.0,80.0,193.0,4.0,6.3,13.49,1,0,0,0
87.0,23.8,21.5,26.1,67.8,481.0,36592.0,15.6,7.2,228.0,75.0,155.0,3.9,6.5,16.89,0,0,1,0
71.0,22.0,20.7,23.5,76.3,659.0,25973.0,12.8,8.9,188.0,51.0,244.0,2.4,7.3,13.39,0,0,1,0
66.0,23.8,21.2,25.6,66.0,848.0,38514.0,16.0,5.1,231.0,90.0,217.0,0.6,6.0,27.31,0,0,0,1
78.0,21.3,19.0,22.8,87.2,776.0,24184.0,10.0,5.4,179.0,93.0,241.0,0.0,6.2,18.71,1,0,0,0
73.0,25.3,22.0,26.4,63.2,862.0,25188.0,10.0,6.8,174.0,101.0,246.0,3.1,6.6,14.54,0,1,0,0
61.0,24.2,22.0,25.8,70.5,645.0,24213.0,10.0,5.3,194.0,94.0,188.0,1.8,6.6,23.43,0,0,1,0
82.0,24.9,23.6,27.1,89.3,632.0,27226.0,10.0,7.7,244.0,100.0,187.0,2.8,7.0,18.64,0,1,0,0
73.0,21.6,19.8,22.7,62.3,853.0,33198.0,10.9,7.7,227.0,73.0,185.0,3.8,,12.89,0,0,1,0
82.0,24.7,21.9,26.6,73.9,1021.0,32686.0,13.4,7.0,175.0,73.0,158.0,1.7,6.7,17.08,1,0,0,0
79.0,22.8,21.6,24.7,72.1,780.0,37473.0,12.9,7.8,189.0,100.0,173.0,2.4,5.6,17.82,0,0,1,0
90.0,27.0,25.5,28.0,84.3,628.0,31382.0,15.7,9.1,227.0,77.0,216.0,3.0,6.2,12.61,0,1,0,0
70.0,24.0,20.7,26.7,64.6,798.0,17879.0,10.0,6.4,201.0,58.0,165.0,0.0,6.7,17.43,1,0,0,0
70.0,23.9,22.4,25.5,77.0,902.0,17943.0,10.0,9.9,154.0,51.0,241.0,0.0,7.0,9.08,0,1,0,0
66.0,24.9,23.1,26.2,81.7,,29978.0,10.0,6.4,244.0,78.0,203.0,3.4,5.7,19.27,1,0,0,0
81.0,23.8,22.4,25.0,59.3,992.0,25744.0,11.3,8.6,170.0,79.0,154.0,3.2,5.9,15.59,0,0,0,1
68.0,23.9,21.4,25.5,63.7,1047.0,33133.0,13.9,5.3,171.0,74.0,182.0,5.3,6.8,20.69,0,1,0,0
76.0,25.2,24.0,27.1,77.1,584.0,17101.0,10.4,9.0,212.0,52.0,192.0,1.8,7.4,9.08,1,0,0,0
70.0,27.4,25.2,29.0,79.0,657.0,26280.0,10.0,10.6,,,,0.5,6.2,12.35,0,1,0,0
68.0,22.4,20.0,24.0,83.1,686.0,24974.0,10.0,6.1,181.0,53.0,177.0,1.3,6.6,16.64,1,0,0,0
79.0,25.4,24.3,27.3,82.8,586.0,43204.0,14.9,5.8,217.0,105.0,205.0,1.6,7.0,22.68,1,0,0,0
80.0,25.9,24.1,27.1,76.5,928.0,39560.0,13.3,5.4,,,,1.5,7.0,21.56,0,0,1,0
84.0,25.2,22.1,28.4,69.0,643.0,29689.0,13.6,8.4,238.0,99.0,238.0,0.0,5.7,14.68,1,0,0,0
88.0,24.5,22.6,26.1,72.9,820.0,34351.0,13.2,8.7,249.0,54.0,169.0,0.0,7.1,20.09,0,0,0,1
63.0,25.8,22.3,27.1,68.6,948.0,27888.0,10.9,7.4,159.0,109.0,210.0,0.0,6.5,18.88,0,0,1,0
88.0,24.8,23.2,26.0,77.0,760.0,34785.0,15.7,7.2,189.0,84.0,226.0,1.8,7.3,19.67,1,0,0,0
84.0,23.0,20.6,24.6,83.8,823.0,33401.0,13.8,8.4,,,,1.4,6.9,16.3,0,0,1,0
81.0,21.2,19.2,22.9,72.5,765.0,31284.0,15.8,2.0,215.0,63.0,177.0,2.4,6.9,13.92,1,0,0,0
73.0,27.6,26.1,29.4,68.5,793.0,29469.0,11.3,6.9,167.0,119.0,228.0,5.6,7.0,14.75,1,0,0,0
79.0,24.4,22.0,26.7,94.0,962.0,13921.0,10.0,7.4,194.0,53.0,155.0,1.9,7.1,13.59,0,0,1,0
72.0,25.3,24.2,26.8,65.3,845.0,21716.0,11.6,7.2,217.0,119.0,171.0,0.9,6.0,15.95,0,0,0,1
84.0,22.8,21.4,24.2,79.7,1159.0,36495.0,15.7,8.4,199.0,69.0,191.0,3.2,5.6,11.88,0,0,0,1
85.0,20.9,18.9,22.2,90.2,670.0,39349.0,13.4,5.2,204.0,65.0,250.0,3.2,7.3,21.83,0,0,0,1
87.0,25.2,23.4,27.0,70.3,849.0,34463.0,15.8,4.5,199.0,91.0,224.0,4.1,7.0,19.09,0,1,0,0
81.0,26.2,23.9,27.6,73.6,795.0,34054.0,13.2,6.9,227.0,84.0,205.0,2.6,6.4,21.57,0,1,0,0
85.0,25.7,24.4,27.9,80.8,677.0,24412.0,14.0,8.7,241.0,77.0,185.0,0.9,6.4,14.8,0,0,0,1
85.0,25.2,23.7,26.9,73.8,775.0,23338.0,10.0,6.9,154.0,65.0,249.0,1.5,6.2,15.54,0,1,0,0
61.0,26.2,24.5,27.3,82.7,701.0,31892.0,13.6,10.6,189.0,68.0,210.0,1.8,5.0,14.36,0,0,0,1
75.0,20.9,17.1,24.5,73.5,670.0,24003.0,10.0,7.3,156.0,89.0,245.0,0.0,6.3,13.62,1,0,0,0
78.0,25.1,23.6,27.2,83.0,798.0,15637.0,10.0,6.1,156.0,87.0,199.0,0.0,7.8,12.59,0,0,0,1
63.0,23.4,21.4,25.3,73.3,755.0,32182.0,13.9,6.1,204.0,56.0,196.0,0.4,6.2,18.53,0,0,1,0
79.0,22.3,20.6,23.4,84.5,607.0,24322.0,10.0,7.9,221.0,83.0,198.0,2.0,6.4,16.37,1,0,0,0
68.0,28.0,26.2,29.2,68.3,899.0,39489.0,16.0,6.1,223.0,73.0,187.0,4.0,7.0,19.74,0,0,1,0
72.0,23.2,20.4,24.5,69.8,562.0,19407.0,10.0,6.2,154.0,65.0,212.0,0.7,6.4,15.26,0,0,1,0
82.0,27.4,24.5,28.9,68.3,778.0,26658.0,10.0,7.2,207.0,105.0,195.0,0.5,6.9,17.56,1,0,0,0
65.0,23.2,21.3,25.2,83.6,767.0,31461.0,13.2,7.9,191.0,62.0,248.0,3.1,6.5,16.95,0,0,0,1
81.0,27.0,25.0,28.7,69.9,840.0,26995.0,14.1,7.8,201.0,100.0,205.0,3.8,6.7,13.99,1,0,0,0
82.0,26.6,25.1,29.5,57.3,636.0,25849.0,13.1,4.9,215.0,96.0,168.0,0.0,6.4,21.66,0,0,1,0
81.0,23.2,21.4,25.2,64.3,865.0,26075.0,11.3,4.1,224.0,76.0,153.0,0.0,6.8,19.66,0,1,0,0
73.0,22.2,21.1,23.7,74.3,761.0,29057.0,11.3,7.3,,,,2.1,6.5,17.95,0,0,0,1
78.0,25.5,23.7,26.9,63.2,784.0,29601.0,12.4,10.0,192.0,106.0,237.0,4.8,6.4,10.97,0,1,0,0
70.0,24.1,23.0,27.4,61.1,808.0,35449.0,14.2,5.3,217.0,54.0,243.0,0.7,6.9,22.65,0,0,0,1
82.0,25.9,23.5,28.0,69.5,865.0,30496.0,10.0,5.3,218.0,104.0,180.0,2.6,6.1,21.86,0,0,0,1
79.0,27.1,24.5,29.2,64.8,632.0,26341.0,11.5,10.4,191.0,51.0,224.0,0.6,6.3,17.09,1,0,0,0
90.0,23.1,20.7,25.0,87.6,826.0,36583.0,14.8,8.1,232.0,118.0,212.0,2.5,7.0,17.83,0,0,1,0
66.0,24.1,22.5,26.5,71.7,746.0,37366.0,16.0,6.8,162.0,95.0,170.0,2.3,6.6,14.75,0,0,0,1
85.0,25.4,23.8,26.6,65.0,796.0,24109.0,10.0,7.0,152.0,117.0,234.0,2.2,6.4,15.52,0,1,0,0
78.0,22.7,21.2,24.7,74.2,797.0,17655.0,10.0,7.6,212.0,102.0,188.0,0.0,6.9,18.96,0,0,0,1
85.0,24.5,23.1,25.8,80.9,1067.0,32910.0,10.0,7.8,203.0,52.0,162.0,4.2,6.7,16.27,1,0,0,0
66.0,24.4,22.5,26.5,69.3,857.0,28284.0,11.1,4.3,175.0,77.0,232.0,3.6,6.6,15.69,0,0,1,0
63.0,26.9,25.0,30.1,70.4,796.0,21181.0,10.0,5.5,181.0,85.0,152.0,0.5,7.0,20.44,0,1,0,0
79.0,26.2,24.2,27.8,73.2,936.0,17694.0,10.0,12.0,184.0,101.0,216.0,1.3,5.8,13.19,0,1,0,0
61.0,20.4,18.5,22.6,70.5,909.0,37830.0,15.9,5.2,193.0,66.0,230.0,2.6,6.5,18.59,0,0,0,1
73.0,26.6,24.6,28.9,72.2,927.0,30107.0,10.0,11.8,200.0,108.0,209.0,1.2,6.7,12.64,0,0,0,1
85.0,25.0,21.8,28.4,57.6,537.0,24252.0,10.0,10.0,166.0,117.0,199.0,0.1,7.0,13.64,0,0,0,1
87.0,24.8,23.5,26.3,68.2,728.0,26403.0,10.0,7.2,218.0,114.0,154.0,0.0,6.6,17.88,0,0,0,1
69.0,22.4,20.4,24.5,80.6,915.0,36906.0,14.0,7.2,205.0,84.0,172.0,1.8,6.9,17.85,0,0,1,0
86.0,26.5,25.0,28.0,71.1,869.0,29472.0,13.5,7.8,198.0,56.0,226.0,0.3,6.7,15.84,0,0,0,1
89.0,25.9,24.7,27.3,75.3,631.0,38423.0,10.0,2.4,,,,4.9,7.0,13.26,0,0,1,0
73.0,23.9,22.8,25.0,65.4,859.0,36332.0,15.9,7.5,227.0,105.0,239.0,1.0,6.5,18.82,0,1,0,0
74.0,25.1,23.0,26.9,79.8,714.0,21820.0,10.0,8.3,206.0,102.0,195.0,2.4,7.2,10.55,1,0,0,0
64.0,28.0,26.9,30.0,81.9,1100.0,34618.0,15.0,9.9,203.0,62.0,221.0,0.6,7.4,13.92,0,1,0,0
74.0,26.6,24.3,28.1,59.9,901.0,12914.0,10.0,8.4,241.0,69.0,196.0,2.0,6.9,10.87,0,0,1,0
63.0,25.0,22.9,26.1,71.1,772.0,49114.0,15.7,8.7,210.0,85.0,248.0,3.4,6.4,16.51,1,0,0,0
64.0,22.3,20.6,24.0,70.8,744.0,36445.0,15.4,5.1,181.0,84.0,152.0,1.6,6.6,21.01,0,0,1,0
60.0,24.1,22.7,25.8,63.8,514.0,38260.0,12.3,4.4,211.0,85.0,199.0,0.1,6.0,27.86,0,0,0,1
72.0,25.0,23.8,26.6,81.0,765.0,34957.0,13.4,7.1,,,,1.2,5.9,19.64,0,1,0,0
89.0,23.8,21.6,26.5,81.0,964.0,40033.0,14.7,7.7,160.0,119.0,234.0,1.6,6.9,15.12,1,0,0,0
69.0,27.9,25.3,30.1,83.8,1005.0,40792.0,16.0,10.3,177.0,74.0,249.0,1.5,6.6,14.4,1,0,0,0
86.0,26.7,25.0,28.4,70.4,811.0,32410.0,15.8,6.7,160.0,60.0,162.0,1.8,7.0,16.58,0,0,0,1
86.0,25.6,24.3,27.3,79.8,964.0,22693.0,10.0,5.3,189.0,112.0,180.0,0.8,5.6,20.94,1,0,0,0
